HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pdf,4,(plugin),Lnk: LeftUsesBoycotts.lnk Target: LeftUsesBoycotts.pdf,"Opened on: 2018-04-06 03:56:32.0849141 Ext last open: ",Mru: 0,RecentDocs,True,False,2018-04-06 03:56:32.0849141,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pdf,3,(plugin),Lnk: AMEN.lnk Target: AMEN.pdf,"Opened on:  Ext last open: ",Mru: 1,RecentDocs,True,False,2018-04-06 03:56:32.0849141,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pdf,2,(plugin),Lnk: UKknifeBan.lnk Target: UKknifeBan.pdf,"Opened on:  Ext last open: ",Mru: 2,RecentDocs,True,False,2018-04-06 03:56:32.0849141,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pdf,1,(plugin),Lnk: SelfDefenseisMurder.lnk Target: SelfDefenseisMurder.pdf,"Opened on:  Ext last open: ",Mru: 3,RecentDocs,True,False,2018-04-06 03:56:32.0849141,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pdf,0,(plugin),Lnk: Getting started with OneDrive.lnk Target: Getting started with OneDrive.pdf,"Opened on:  Ext last open: ",Mru: 4,RecentDocs,True,False,2018-04-06 03:56:32.0849141,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.png,1,(plugin),Lnk: Huckleberry.lnk Target: Huckleberry.png,"Opened on: 2018-03-31 04:23:25.3006980 Ext last open: ",Mru: 0,RecentDocs,True,False,2018-03-31 04:23:25.3006980,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.png,0,(plugin),Lnk: DarkWolf.lnk Target: DarkWolf.png,"Opened on:  Ext last open: ",Mru: 1,RecentDocs,True,False,2018-03-31 04:23:25.3006980,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.pptx,0,(plugin),Lnk: Operation 2nd Hand Smoke.lnk Target: Operation 2nd Hand Smoke.pptx,"Opened on: 2018-04-04 05:31:23.8557662 Ext last open: ",Mru: 0,RecentDocs,True,False,2018-04-04 05:31:23.8557662,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.txt,0,(plugin),Lnk: key.lnk Target: key.txt,"Opened on: 2018-03-27 09:23:14.9721256 Ext last open: ",Mru: 0,RecentDocs,True,False,2018-03-27 09:23:14.9721256,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,4,(plugin),Lnk: Downloads.lnk Target: Downloads,"Opened on: 2018-04-06 12:27:08.0399072 Ext last open: ",Mru: 0,RecentDocs,True,False,2018-04-06 12:27:08.0399072,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,5,(plugin),Lnk: Hardware and Sound.lnk Target: Hardware and Sound,"Opened on:  Ext last open: ",Mru: 1,RecentDocs,True,False,2018-04-06 12:27:08.0399072,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,1,(plugin),Lnk: The Internet.lnk Target: The Internet,"Opened on:  Ext last open: ",Mru: 2,RecentDocs,True,False,2018-04-06 12:27:08.0399072,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,3,(plugin),Lnk: OneDrive.lnk Target: OneDrive,"Opened on:  Ext last open: ",Mru: 3,RecentDocs,True,False,2018-04-06 12:27:08.0399072,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,2,(plugin),Lnk: System and Security.lnk Target: System and Security,"Opened on:  Ext last open: ",Mru: 4,RecentDocs,True,False,2018-04-06 12:27:08.0399072,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,RecentDocs,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,0,(plugin),Lnk: CloudLog (D).lnk Target: CloudLog (D:),"Opened on:  Ext last open: ",Mru: 5,RecentDocs,True,False,2018-04-06 12:27:08.0399072,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_RecentDocs_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2,,,,,,Mount Points - NTUSER,True,False,2018-04-06 12:35:08.8018300,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC,,,,,,Mount Points - NTUSER,True,False,2018-03-27 09:19:59.2898047,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume,,,,,,Mount Points - NTUSER,True,False,2018-04-06 12:35:08.7528124,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{09931f21-7faf-44a9-81d8-1e73c14b9eaf},,,,,,Mount Points - NTUSER,True,False,2018-03-27 09:32:09.4469391,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{3869c27a-31b8-11e8-9b12-ecf4bb487fed},,,,,,Mount Points - NTUSER,True,False,2018-03-27 21:45:54.9728160,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{3869c27a-31b8-11e8-9b12-ecf4bb487fed}\shell,(default),RegSz,None,,,Mount Points - NTUSER,True,False,2018-03-27 21:45:54.9728160,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{3869c27a-31b8-11e8-9b12-ecf4bb487fed}\shell\Autoplay,MUIVerb,RegSz,"@shell32.dll,-8507",,,Mount Points - NTUSER,True,False,2018-03-27 21:45:54.9728160,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{3869c27a-31b8-11e8-9b12-ecf4bb487fed}\shell\Autoplay\DropTarget,CLSID,RegSz,{F26A669A-BCBB-4E37-ABF9-7325DA15F931},,,Mount Points - NTUSER,True,False,2018-03-27 21:45:54.9728160,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{5c3108bb-31c0-11e8-9b10-806e6f6e6963},,,,,,Mount Points - NTUSER,True,False,2018-03-27 09:32:09.4509400,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{76d45981-0000-0000-0000-100000000000},,,,,,Mount Points - NTUSER,True,False,2018-04-06 12:35:08.8018300,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{76d45981-0000-0000-0000-100000000000}\shell,(default),RegSz,None,,,Mount Points - NTUSER,True,False,2018-04-06 12:35:08.8018300,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{76d45981-0000-0000-0000-100000000000}\shell\Autoplay,MUIVerb,RegSz,"@shell32.dll,-8507",,,Mount Points - NTUSER,True,False,2018-04-06 12:35:08.8018300,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,MountPoints2,Devices,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\{76d45981-0000-0000-0000-100000000000}\shell\Autoplay\DropTarget,CLSID,RegSz,{F26A669A-BCBB-4E37-ABF9-7325DA15F931},,,Mount Points - NTUSER,True,False,2018-04-06 12:35:08.8018300,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,User Run Key,Autoruns,ROOT\Software\Microsoft\Windows\CurrentVersion\Run,OneDrive,RegSz,"""C:\Users\jcloudy\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" /background",,,User Run Key,False,False,2018-03-28 00:43:22.8071367,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,User Run Key,Autoruns,ROOT\Software\Microsoft\Windows\CurrentVersion\Run,GoogleDriveSync,RegSz,"""C:\Program Files\Google\Drive\googledrivesync.exe"" /autostart",,,User Run Key,False,False,2018-03-28 00:43:22.8071367,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,User RunOnce Key,Autoruns,ROOT\Software\Microsoft\Windows\CurrentVersion\RunOnce,Uninstall 18.025.0204.0009\amd64,RegSz,"C:\Windows\system32\cmd.exe /q /c rmdir /s /q ""C:\Users\jcloudy\AppData\Local\Microsoft\OneDrive\18.025.0204.0009\amd64""",,,User RunOnce Key,False,False,2018-04-04 05:59:41.5421503,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,User RunOnce Key,Autoruns,ROOT\Software\Microsoft\Windows\CurrentVersion\RunOnce,Uninstall 18.025.0204.0009,RegSz,"C:\Windows\system32\cmd.exe /q /c rmdir /s /q ""C:\Users\jcloudy\AppData\Local\Microsoft\OneDrive\18.025.0204.0009""",,,User RunOnce Key,False,False,2018-04-04 05:59:41.5421503,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,TypedPaths,File Access and Opening,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\TypedPaths,,,,,,TypedPaths,False,False,2018-03-27 09:26:32.4827036,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist,,,,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{9E04CAB2-CC14-11DF-BB8C-A2F1DED72085},Version,RegDword,5,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{A3D53349-6E61-4557-8FC7-0028EDCEEBF6},Version,RegDword,5,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{B267E3AD-A825-4A09-82B9-EEC22AA3B847},Version,RegDword,5,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{BCB48336-4DDD-48FF-BB0B-D3190DACB3E2},Version,RegDword,5,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CAA59E3C-4792-41A5-9909-6A6A8D32490E},Version,RegDword,5,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA},Version,RegDword,5,,,user assist,True,False,2018-03-27 09:19:59.6491919,
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,HRZR_PGYPHNPbhag:pgbe,(plugin),UEME_CTLCUACount:ctor,"Last executed:  ","Run count: 0 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Trgfgnegrq_8jrxlo3q8oojr!Ncc,(plugin),Microsoft.Getstarted_8wekyb3d8bbwe!App,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 14 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,HRZR_PGYFRFFVBA,(plugin),UEME_CTLSESSION,"Last executed:  ","Run count: 156 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfSrrqonpxUho_8jrxlo3q8oojr!Ncc,(plugin),Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe!App,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 13 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfZncf_8jrxlo3q8oojr!Ncc,(plugin),Microsoft.WindowsMaps_8wekyb3d8bbwe!App,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 12 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Crbcyr_8jrxlo3q8oojr!k4p7n3o7ql2188l46q4ln362l19np5n5805r5k,(plugin),Microsoft.People_8wekyb3d8bbwe!x4c7a3b7dy2188y46d4ya362y19ac5a5805e5x,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 11 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.ZvpebfbsgFgvpxlAbgrf_8jrxlo3q8oojr!Ncc,(plugin),Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe!App,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 10 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\FavccvatGbby.rkr,(plugin),{System32}\SnippingTool.exe,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 9 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.JvaqbjfPnyphyngbe_8jrxlo3q8oojr!Ncc,(plugin),Microsoft.WindowsCalculator_8wekyb3d8bbwe!App,"Last executed: 2018-03-31 19:50:05.8980000 ","Run count: 9 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\zfcnvag.rkr,(plugin),{System32}\mspaint.exe,"Last executed: 2018-03-27 09:18:14.9001018 ","Run count: 7 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{1NP14R77-02R7-4R5Q-O744-2RO1NR5198O7}\abgrcnq.rkr,(plugin),{System32}\notepad.exe,"Last executed: 2018-03-27 09:23:14.9090000 ","Run count: 7 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.FuryyRkcrevraprUbfg_pj5a1u2gklrjl!Ncc,(plugin),Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy!App,"Last executed:  ","Run count: 0 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,{6Q809377-6NS0-444O-8957-N3773S02200R}\QryyGCnq\Ncbvag.rkr,(plugin),{Program Files X64}\DellTPad\Apoint.exe,"Last executed:  ","Run count: 0 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Rkcybere,(plugin),Microsoft.Windows.Explorer,"Last executed: 2018-04-06 12:39:44.9330000 ","Run count: 26 ",user assist,True,False,2018-04-06 12:50:40.3416341,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_UserAssist_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
