HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: percsas2i Desc: ","Image path:System32\drivers\percsas2i.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:12.7710594,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: percsas3i Desc: ","Image path:System32\drivers\percsas3i.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:12.8648424,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PerfDisk Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.8376178 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PerfHost Desc: @%systemroot%\SysWow64\perfhost.exe,-1","Image path:%SystemRoot%\SysWow64\perfhost.exe ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PerfNet Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.8376178 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PerfOS Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.8376178 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PerfProc Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.8376178 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PhoneSvc Desc: @%SystemRoot%\system32\PhoneserviceRes.dll,-10001","Image path:%SystemRoot%\system32\svchost.exe -k LocalService -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PimIndexMaintenanceSvc Desc: @%SystemRoot%\system32\UserDataAccessRes.dll,-15000","Image path:%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PimIndexMaintenanceSvc_1d05b Desc: @%SystemRoot%\system32\UserDataAccessRes.dll,-15000","Image path:C:\Windows\system32\svchost.exe -k UnistackSvcGroup ServiceDLL: ","Name last write: 2018-03-27 21:45:45.0127380 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: pla Desc: @%systemroot%\system32\pla.dll,-501","Image path:%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PlugPlay Desc: @%SystemRoot%\system32\umpnpmgr.dll,-101","Image path:%SystemRoot%\system32\svchost.exe -k DcomLaunch -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: pmem Desc: ","Image path:\SystemRoot\System32\drivers\pmem.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:17.5370660 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PNPMEM Desc: ","Image path:\SystemRoot\System32\drivers\pnpmem.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:07.7393991 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PNRPAutoReg Desc: @%SystemRoot%\system32\pnrpauto.dll,-8003","Image path:%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PNRPsvc Desc: @%SystemRoot%\system32\pnrpsvc.dll,-8001","Image path:%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PolicyAgent Desc: @%SystemRoot%\system32\polstore.dll,-5011","Image path:%SystemRoot%\system32\svchost.exe -k NetworkServiceNetworkRestricted -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PortProxy Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.7438607 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: Power Desc: @%SystemRoot%\system32\umpo.dll,-101","Image path:%SystemRoot%\system32\svchost.exe -k DcomLaunch -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PptpMiniport Desc: @%systemroot%\system32\mprmsg.dll,-32006","Image path:\SystemRoot\System32\drivers\raspptp.sys ServiceDLL: ","Name last write: 2018-03-27 23:29:40.4098740 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PrintNotify Desc: @C:\Windows\system32\spool\drivers\x64\3\PrintConfig.dll,-2","Image path:%SystemRoot%\system32\svchost.exe -k print ServiceDLL: ",Name last write: 2018-03-27 12:13:32.3834162 Parameters last write: 2018-03-27 12:13:32.3834162,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PrintWorkflowUserSvc Desc: @%SystemRoot%\system32\PrintWorkflowService.dll,-101","Image path:%SystemRoot%\system32\svchost.exe -k PrintWorkflow ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PrintWorkflowUserSvc_1d05b Desc: @%SystemRoot%\system32\PrintWorkflowService.dll,-101","Image path:C:\Windows\system32\svchost.exe -k PrintWorkflow ServiceDLL: ","Name last write: 2018-03-27 21:45:45.0127380 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: Processor Desc: ","Image path:\SystemRoot\System32\drivers\processr.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:18.5058972 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: ProfSvc Desc: @%systemroot%\system32\profsvc.dll,-301","Image path:%systemroot%\system32\svchost.exe -k netsvcs -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: Psched Desc: @%windir%\System32\drivers\pacer.sys,-101","Image path:System32\drivers\pacer.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:42.3117197 Parameters last write: 2018-03-27 12:15:05.5298349,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: PushToInstall Desc: @%SystemRoot%\system32\pushtoinstall.dll,-201","Image path:%SystemRoot%\System32\svchost.exe -k netsvcs -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: QWAVE Desc: @%SystemRoot%\system32\qwave.dll,-2","Image path:%windir%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: QWAVEdrv Desc: @%SystemRoot%\system32\drivers\qwavedrv.sys,-2","Image path:\SystemRoot\system32\drivers\qwavedrv.sys ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: Ramdisk Desc: ","Image path:system32\DRIVERS\ramdisk.sys ServiceDLL: ","Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),Name: RasAcd Desc: Remote Access Auto Connection Driver,"Image path:System32\DRIVERS\rasacd.sys ServiceDLL: ",Name last write: 2017-09-29 13:47:03.8376178 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RasAgileVpn Desc: @netavpna.inf,%Svc-Mp-AgileVpn-DispName%;WAN Miniport (IKEv2)","Image path:\SystemRoot\System32\drivers\AgileVpn.sys ServiceDLL: ","Name last write: 2018-03-27 21:45:54.9728160 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RasAuto Desc: @%Systemroot%\system32\rasauto.dll,-201","Image path:%SystemRoot%\System32\svchost.exe -k netsvcs -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: Rasl2tp Desc: @%systemroot%\system32\mprmsg.dll,-32005","Image path:\SystemRoot\System32\drivers\rasl2tp.sys ServiceDLL: ","Name last write: 2018-03-27 23:29:38.6725049 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RasMan Desc: @%Systemroot%\system32\rasmans.dll,-201","Image path:%SystemRoot%\System32\svchost.exe -k netsvcs ServiceDLL: ",Name last write: 2018-03-27 12:15:05.5809174 Parameters last write: 2018-03-27 12:15:05.2448215,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RasPppoe Desc: @%systemroot%\system32\mprmsg.dll,-32007","Image path:System32\DRIVERS\raspppoe.sys ServiceDLL: ","Name last write: 2018-03-27 23:29:40.4414252 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RasSstp Desc: @%systemroot%\system32\sstpsvc.dll,-202","Image path:\SystemRoot\System32\drivers\rassstp.sys ServiceDLL: ","Name last write: 2018-03-27 21:45:54.8009347 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: rdbss Desc: @%systemroot%\system32\wkssvc.dll,-1001","Image path:system32\DRIVERS\rdbss.sys ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RDMANDK Desc: ","Image path: ServiceDLL: ","Name last write: 2018-03-27 12:11:42.3117197 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: rdpbus Desc: ","Image path:\SystemRoot\System32\drivers\rdpbus.sys ServiceDLL: ","Name last write: 2018-03-27 21:45:39.6196611 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RDPDR Desc: @%SystemRoot%\System32\DRIVERS\rdpdr.sys,-101","Image path:System32\drivers\rdpdr.sys ServiceDLL: ","Name last write: 2017-09-29 14:43:19.5360777 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RDPNP Desc: @%systemroot%\system32\drprov.dll,-101","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.8376178 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RDPUDD Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 14:43:18.9490708 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RdpVideoMiniport Desc: ","Image path:System32\drivers\rdpvideominiport.sys ServiceDLL: ","Name last write: 2017-09-29 14:43:19.5360777 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),Name: rdyboost Desc: ReadyBoost,"Image path:System32\drivers\rdyboost.sys ServiceDLL: ",Name last write: 2018-03-27 21:45:40.3071850 Parameters last write: 2018-03-27 12:12:34.1414427,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: ReFS Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: ReFSv1 Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: ",Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,Services,ROOT\ControlSet001\Services,None,(plugin),"Name: RemoteAccess Desc: @%Systemroot%\system32\mprdim.dll,-201",Image path:%SystemRoot%\System32\svchost.exe -k netsvcs ServiceDLL: %SystemRoot%\System32\mprdim.dll,Name last write: 2017-09-29 13:47:44.6531885 Parameters last write: 2017-09-29 13:47:03.8376178,Services,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20201213133932_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
